"WorkTimeInSeconds...1","multiplier","amount","age","gender","income","WorkTimeInSeconds...7","Q3_1.On.a.scale.of.0.to.100..how.would.you.describe.your.political.views.","Q8_1.On.a.scale.of.0.to.100..how.would.you.describe.your.religious.orientation.","Q5.In.the.2016.Presidential.election..who.did.you.vote.for.","Q9.What.State.do.you.live.in.","Q7.Do.you.consider.yourself.a.","Q8.Aside.from.weddings.and.funerals..how.often.do.you.attend.religious.services.","batch"
93,0.48,0,"18-29","Female","$40,000 - $59,999",2968,93,51,"Hillary Clinton","NJ","Democrat","Seldom","d"
820,0.37,0,"18-29","Male","$80,000 - $99,999",45,63,11,"Hillary Clinton","PA","Democrat","Never","d"
843,1.73,0,"18-29","Male","Under $20,000",45,39,65,"Hillary Clinton","OK","Republican","A few times a year","d"
104,1.59,0.4,"40-49","Male","$40,000 - $59,999",90,100,0,"Hillary Clinton","IL","Democrat","Never","d"
114,1.79,0.25,"18-29","Female","Under $20,000",68,20,31,"Donald Trump","AZ","Republican","A few times a year","d"
111,1.87,0.75,"18-29","Male","Over $100,000",65,75,24,"Hillary Clinton","PA","Independent","A few times a year","d"
602,1.8,0.4,"30-39","Female","$80,000 - $99,999",1887,100,30,"Hillary Clinton","CA","Democrat","A few times a year","d"
104,0.1,0.4,"50-59","Female","$20,000 - $39,999",30,81,0,"Someone else","TX","Democrat","Seldom","d"
80,0.26,0,"30-39","Female","$20,000 - $39,999",27,61,0,"Hillary Clinton","PA","Democrat","Never","d"
40,0.29,0.8,"30-39","Female","$20,000 - $39,999",88,100,38,"Hillary Clinton","MN","Democrat","Once or twice a month","d"
69,1.18,0,"30-39","Male","$60,000 - $79,999",71,100,1,"Hillary Clinton","VA","Democrat","Never","d"
483,1.85,0,"18-29","Female","$20,000 - $39,999",189,86,0,"Didn't vote","NJ","Independent","Never","d"
135,0.53,0,"18-29","Male","$20,000 - $39,999",74,32,9,"Donald Trump","WA","Republican","Never","d"
130,0.51,0,"60-69","Male","$40,000 - $59,999",66,53,19,"Hillary Clinton","SC","Independent","A few times a year","d"
1372,1.87,1,"18-29","Female","$20,000 - $39,999",1204,51,51,"Didn't vote","OR","Independent","More than once a week","d"
69,1.07,0,"18-29","Male","$40,000 - $59,999",54,81,96,"Hillary Clinton","AL","Democrat","Once or twice a month","d"
71,0.37,0,"18-29","Male","$80,000 - $99,999",30,35,33,"Someone else","AZ","Republican","Seldom","d"
122,0.57,1,"18-29","Male","Under $20,000",147,100,100,"Donald Trump","UT","Democrat","More than once a week","d"
90,0.14,0.6,"30-39","Female","Over $100,000",59,87,64,"Hillary Clinton","IL","Democrat","A few times a year","d"
108,1.41,0.6,"30-39","Female","$80,000 - $99,999",61,19,80,"Donald Trump","NC","Republican","Seldom","d"
128,0.92,0.4,"30-39","Male","Under $20,000",74,39,0,"Hillary Clinton","MS","Democrat","Seldom","d"
97,0.36,0,"50-59","Male","$80,000 - $99,999",74,29,19,"Donald Trump","CO","Republican","Seldom","d"
212,0.5,0.4,"40-49","Female","$20,000 - $39,999",108,76,0,"Didn't vote","IN","Independent","Never","d"
356,0.3,0,"50-59","Male","Over $100,000",39,73,0,"Hillary Clinton","NJ","Independent","Never","d"
207,0.34,0,"40-49","Male","$20,000 - $39,999",44,0,26,"Donald Trump","AZ","Republican","Seldom","d"
86,1.45,0.25,"18-29","Male","Over $100,000",2467,81,0,"Hillary Clinton","IN","Independent","Never","d"
139,1.57,0.2,"18-29","Female","$20,000 - $39,999",165,61,38,"Donald Trump","FL","Independent","Never","d"
298,0.82,0.2,"40-49","Female","$20,000 - $39,999",55,38,89,"Donald Trump","FL","Republican","Seldom","d"
712,0.56,0,"18-29","Male","Over $100,000",645,72,0,"Someone else","CA","Democrat","Never","d"
78,0.07,0,"30-39","Female","$20,000 - $39,999",61,74,6,"Donald Trump","FL","Republican","Seldom","d"
117,0.21,0.5,"30-39","Male","$60,000 - $79,999",88,17,4,"Didn't vote","TX","Independent","Never","d"
97,0.97,0.5,"40-49","Female","Over $100,000",112,77,76,"Donald Trump","NY","Republican","More than once a week","d"
220,1.09,0.8,"18-29","Female","$40,000 - $59,999",77,23,77,"Donald Trump","CA","Republican","Once a week","d"
114,1.82,0.8,"30-39","Male","$40,000 - $59,999",601,66,9,"Donald Trump","NC","Independent","Never","d"
227,1.86,0.4,"40-49","Female","$40,000 - $59,999",1359,20,20,"Donald Trump","CA","Republican","Never","d"
114,0.35,0,"50-59","Female","$40,000 - $59,999",33,100,0,"Hillary Clinton","MA","Democrat","Never","d"
127,0.27,0.6,"18-29","Female","$40,000 - $59,999",97,28,100,"Donald Trump","IL","Republican","Once a week","d"
368,1.23,0.1,"30-39","Male","$20,000 - $39,999",100,60,35,"Hillary Clinton","CT","Independent","Never","d"
127,0.6,0,"60-69","Female","$40,000 - $59,999",54,95,19,"Hillary Clinton","WA","Democrat","Seldom","d"
111,0.54,0.4,"18-29","Female","Under $20,000",41,95,18,"Hillary Clinton","CA","Democrat","Seldom","d"
55,0.45,0.8,"18-29","Male","$60,000 - $79,999",892,59,55,"Didn't vote","MA","Independent","Seldom","d"
1071,0.84,0,"40-49","Female","$40,000 - $59,999",25,51,59,"Donald Trump","CA","Republican","Once a week","d"
113,0.76,1,"30-39","Male","Over $100,000",173,60,0,"Hillary Clinton","TX","Democrat","Never","d"
180,0.86,0.6,"50-59","Female","$60,000 - $79,999",48,92,19,"Hillary Clinton","NY","Democrat","Seldom","d"
350,1.66,0.2,"18-29","Male","$20,000 - $39,999",100,32,88,"Donald Trump","SC","Republican","Once a week","d"
176,1.08,1,"50-59","Female","$20,000 - $39,999",80,81,3,"Hillary Clinton","KY","Democrat","Seldom","d"
113,0.05,0,"18-29","Female","$60,000 - $79,999",2524,91,19,"Didn't vote","IN","Democrat","Seldom","d"
119,1.14,0.5,"40-49","Female","$40,000 - $59,999",40,0,91,"Donald Trump","OH","Republican","Once or twice a month","d"
81,1.39,0.2,"40-49","Female","Under $20,000",133,32,10,"Donald Trump","NM","Democrat","Never","d"
196,1.51,0,"30-39","Female","Under $20,000",70,8,33,"Donald Trump","TX","Republican","Never","d"
220,1.67,0.5,"30-39","Male","$80,000 - $99,999",61,30,81,"Donald Trump","NC","Independent","Once a week","d"
1249,0.7,0,"30-39","Male","$80,000 - $99,999",270,100,0,"Someone else","RI","Democrat","Never","d"
385,1.44,0.41,"30-39","Female","$20,000 - $39,999",36,72,0,"Hillary Clinton","PA","Democrat","Never","d"
73,1.14,0,"30-39","Female","$60,000 - $79,999",47,85,5,"Hillary Clinton","IL","Democrat","Never","d"
104,1.59,1,"18-29","Female","$80,000 - $99,999",73,100,5,"Hillary Clinton","SC","Democrat","Seldom","d"
440,1.59,0.6,"70 or over","Male","Under $20,000",68,24,3,"Donald Trump","IL","Independent","Never","d"
381,1.2,0.5,"40-49","Female","$80,000 - $99,999",46,1,0,"Donald Trump","OK","Republican","Never","d"
1011,1.52,0.2,"50-59","Female","$20,000 - $39,999",59,79,0,"Hillary Clinton","OR","Democrat","A few times a year","d"
84,1.27,1,"18-29","Other","$80,000 - $99,999",52,100,40,"Hillary Clinton","ID","Something else","Seldom","d"
166,1.32,0.2,"30-39","Female","$20,000 - $39,999",42,27,81,"Someone else","KY","Republican","More than once a week","d"
131,0.07,1,"60-69","Female","$40,000 - $59,999",36,92,92,"Hillary Clinton","IA","Democrat","Once or twice a month","d"
63,1.39,1,"40-49","Female","$40,000 - $59,999",29,100,3,"Hillary Clinton","MN","Democrat","Never","d"
103,0.27,0,"40-49","Male","$40,000 - $59,999",46,73,20,"Hillary Clinton","PA","Independent","Seldom","d"
290,1.09,0.95,"30-39","Female","$60,000 - $79,999",23,93,24,"Didn't vote","KY","Democrat","A few times a year","d"
174,0.62,0.6,"60-69","Male","Under $20,000",58,60,61,"Donald Trump","AZ","Independent","Seldom","d"
190,1.38,0.4,"60-69","Male","Under $20,000",30,69,0,"Hillary Clinton","CA","Democrat","Never","d"
123,1.09,0.2,"30-39","Male","$20,000 - $39,999",44,79,0,"Hillary Clinton","TN","Democrat","Never","d"
160,0.89,1,"40-49","Male","$40,000 - $59,999",84,46,70,"Donald Trump","SC","Independent","Seldom","d"
132,1.98,0.4,"50-59","Male","$20,000 - $39,999",36,100,0,"Didn't vote","WI","Independent","Never","d"
143,1.86,1,"18-29","Male","$40,000 - $59,999",35,50,0,"Donald Trump","TX","Democrat","Never","d"
39,1.9,0.5,"30-39","Female","$80,000 - $99,999",37,94,71,"Hillary Clinton","MI","Democrat","Once or twice a month","d"
70,1.93,0,"30-39","Male","$60,000 - $79,999",39,44,0,"Hillary Clinton","CA","Independent","Never","d"
58,1.35,0,"30-39","Male","Over $100,000",1650,64,22,"Hillary Clinton","CO","Democrat","Once or twice a month","d"
119,1.81,0,"30-39","Female","$40,000 - $59,999",55,100,0,"Didn't vote","CA","Independent","Never","d"
97,1.47,0.3,"18-29","Male","Under $20,000",1887,57,82,"Donald Trump","MA","Republican","More than once a week","d"
208,0.63,0,"18-29","Male","$60,000 - $79,999",117,77,0,"Didn't vote","OK","Independent","Never","d"
918,0.4,0.6,"30-39","Female","$20,000 - $39,999",646,100,51,"Hillary Clinton","MO","Independent","Seldom","d"
91,0.09,0,"30-39","Female","$20,000 - $39,999",29,98,10,"Hillary Clinton","NJ","Democrat","Never","d"
131,1.85,0,"30-39","Male","$40,000 - $59,999",25,38,82,"Didn't vote","GA","Republican","Once a week","d"
81,1.97,1,"18-29","Male","$60,000 - $79,999",73,82,70,"Didn't vote","NJ","Republican","Once or twice a month","d"
150,1.04,0.6,"50-59","Female","$20,000 - $39,999",49,76,5,"Someone else","CO","Democrat","Never","d"
221,0.69,0.2,"30-39","Female","$60,000 - $79,999",154,86,15,"Someone else","NY","Independent","A few times a year","d"
81,0.89,0,"18-29","Male","$40,000 - $59,999",1616,74,71,"Hillary Clinton","NJ","Democrat","Once or twice a month","d"
564,1.14,1,"18-29","Male","Over $100,000",279,8,100,"Donald Trump","WA","Republican","A few times a year","d"
591,0.12,0,"30-39","Male","$40,000 - $59,999",64,100,0,"Hillary Clinton","NJ","Democrat","Never","d"
61,0.68,0,"30-39","Female","$60,000 - $79,999",40,49,15,"Hillary Clinton","NY","Democrat","Seldom","d"
69,1.57,0.2,"40-49","Male","$20,000 - $39,999",30,95,0,"Hillary Clinton","CA","Democrat","Never","d"
1460,0.01,0,"30-39","Other","$20,000 - $39,999",395,49,0,"Didn't vote","WA","Independent","Never","d"
1323,1.96,0,"18-29","Male","$40,000 - $59,999",3092,51,9,"Donald Trump","NY","Independent","Seldom","d"
130,1.31,0.8,"60-69","Female","$60,000 - $79,999",30,51,90,"Donald Trump","TX","Republican","Once or twice a month","d"
51,1.64,0,"30-39","Male","$20,000 - $39,999",35,100,0,"Someone else","MD","Democrat","Never","d"
43,0.18,0,"50-59","Male","$80,000 - $99,999",76,100,51,"Hillary Clinton","IA","Democrat","Once or twice a month","d"
693,0.87,0.8,"30-39","Female","$40,000 - $59,999",40,94,0,"Hillary Clinton","FL","Democrat","Never","d"
142,0.32,0.4,"18-29","Female","$80,000 - $99,999",37,90,0,"Hillary Clinton","TX","Independent","Never","d"
176,0,0,"30-39","Male","$80,000 - $99,999",60,75,9,"Hillary Clinton","CA","Democrat","A few times a year","d"
314,0.23,0,"30-39","Male","Over $100,000",47,68,7,"Hillary Clinton","ME","Democrat","Never","d"
86,0.31,1,"30-39","Male","$40,000 - $59,999",41,91,75,"Didn't vote","NC","Democrat","A few times a year","d"
124,0.77,0,"30-39","Male","Under $20,000",35,60,51,"Someone else","TX","Independent","A few times a year","d"
135,1.63,0.2,"50-59","Male","$80,000 - $99,999",3157,40,19,"Donald Trump","NJ","Independent","A few times a year","d"
96,0.2,0,"30-39","Male","$20,000 - $39,999",68,100,13,"Hillary Clinton","MO","Independent","Seldom","d"
119,0.28,1,"30-39","Male","$60,000 - $79,999",546,60,0,"Hillary Clinton","TX","Democrat","Never","d"
111,0.88,1,"30-39","Female","$40,000 - $59,999",32,100,67,"Donald Trump","TX","Independent","Seldom","d"
146,1.91,0.05,"30-39","Female","$40,000 - $59,999",275,94,33,"Hillary Clinton","AZ","Democrat","Seldom","d"
230,0.47,0,"30-39","Male","$80,000 - $99,999",44,51,0,"Didn't vote","NY","Independent","Never","d"
70,1.71,0.2,"60-69","Male","Over $100,000",75,71,81,"Donald Trump","NJ","Independent","Seldom","d"
62,0.39,0.2,"30-39","Female","Over $100,000",48,20,87,"Didn't vote","MN","Republican","Once or twice a month","d"
341,0.56,0,"40-49","Female","Over $100,000",43,80,83,"Hillary Clinton","TX","Independent","Seldom","d"
162,0.54,0.01,"40-49","Male","Under $20,000",104,88,100,"Someone else","MS","Something else","Seldom","d"
137,1.18,0.01,"40-49","Female","$20,000 - $39,999",123,81,81,"Hillary Clinton","NY","Democrat","A few times a year","d"
99,1.08,0,"18-29","Male","$80,000 - $99,999",161,55,0,"Donald Trump","PA","Independent","Never","c"
509,0.33,0,"18-29","Male","$60,000 - $79,999",2252,100,0,"Hillary Clinton","TX","Democrat","Never","c"
160,0.23,0.2,"18-29","Female","Over $100,000",62,88,0,"Someone else","OH","Independent","Never","c"
382,1.67,0.6,"18-29","Male","$20,000 - $39,999",505,90,92,"Donald Trump","NY","Republican","Once a week","c"
96,0.01,0,"40-49","Female","$60,000 - $79,999",32,51,66,"Donald Trump","0","Republican","Once or twice a month","c"
70,0.64,0,"30-39","Female","$20,000 - $39,999",60,80,23,"Hillary Clinton","VA","Democrat","A few times a year","c"
890,0.06,0,"18-29","Male","$20,000 - $39,999",96,100,9,"Donald Trump","PA","Republican","Never","c"
68,0.78,0,"18-29","Male","$40,000 - $59,999",59,43,33,"Donald Trump","CA","Independent","Once a week","c"
87,0.22,0,"60-69","Male","Under $20,000",63,92,40,"Hillary Clinton","NC","Democrat","Never","c"
908,0.16,0,"30-39","Male","$20,000 - $39,999",395,100,100,"Donald Trump","TX","Democrat","Once a week","c"
82,1.65,0,"30-39","Female","Under $20,000",36,43,0,"Donald Trump","WI","Independent","Never","c"
99,1.53,0,"50-59","Female","$20,000 - $39,999",63,100,1,"Hillary Clinton","MI","Democrat","Never","c"
795,0.24,0,"30-39","Male","$20,000 - $39,999",316,100,0,"Hillary Clinton","IL","Democrat","Never","c"
402,0.05,0,"30-39","Male","$20,000 - $39,999",67,100,0,"Hillary Clinton","CO","Democrat","Never","c"
489,0.5,0,"30-39","Male","$40,000 - $59,999",103,86,93,"Someone else","CA","Independent","Once or twice a month","c"
87,1.24,0.4,"30-39","Male","Over $100,000",30,50,0,"Someone else","CA","Something else","Never","c"
451,1.15,1,"30-39","Male","$40,000 - $59,999",247,80,75,"Donald Trump","OH","Republican","Once a week","c"
279,0.91,1,"40-49","Female","$20,000 - $39,999",63,77,82,"Donald Trump","TX","Republican","Once or twice a month","c"
468,1.17,0,"30-39","Male","Over $100,000",126,100,0,"Hillary Clinton","WI","Democrat","Never","c"
331,0.09,0.09,"18-29","Male","$80,000 - $99,999",2006,78,70,"Donald Trump","NY","Republican","Once a week","c"
248,1.75,0,"30-39","Male","$40,000 - $59,999",2298,100,71,"Didn't vote","FL","Democrat","Once or twice a month","c"
176,0.07,0,"18-29","Male","$20,000 - $39,999",173,98,0,"Didn't vote","FL","Democrat","Never","c"
251,1.6,0,"40-49","Male","$60,000 - $79,999",37,69,100,"Donald Trump","TX","Republican","Once a week","c"
1243,1.29,0.4,"50-59","Male","$40,000 - $59,999",2463,91,15,"Hillary Clinton","PA","Democrat","Never","c"
85,0.86,0,"40-49","Male","Over $100,000",408,51,13,"Donald Trump","MN","Independent","Never","c"
1247,0.71,0,"30-39","Female","$40,000 - $59,999",45,55,0,"Hillary Clinton","MO","Democrat","Never","c"
485,0.48,1,"40-49","Male","$40,000 - $59,999",61,62,66,"Hillary Clinton","NY","Democrat","Once a week","c"
277,1.78,0,"50-59","Female","$60,000 - $79,999",99,9,90,"Donald Trump","MI","Republican","A few times a year","c"
228,1.1,0.2,"18-29","Female","Under $20,000",108,100,0,"Didn't vote","AZ","Independent","Never","c"
129,0.34,0.34,"18-29","Male","Over $100,000",78,66,70,"Someone else","NY","Democrat","Once or twice a month","c"
69,0.09,0,"30-39","Female","$20,000 - $39,999",47,60,0,"Didn't vote","NC","Democrat","Never","c"
472,1.11,0,"30-39","Male","$20,000 - $39,999",242,96,10,"Hillary Clinton","MA","Democrat","Never","c"
136,0.02,0.8,"30-39","Male","$40,000 - $59,999",183,76,80,"Donald Trump","NY","Republican","Once or twice a month","c"
202,1.22,1,"18-29","Female","Under $20,000",27,85,74,"Didn't vote","MI","Democrat","A few times a year","c"
117,0.74,0.5,"30-39","Female","Over $100,000",45,60,20,"Hillary Clinton","VA","Democrat","Seldom","c"
1044,0.68,0,"18-29","Male","$40,000 - $59,999",45,100,0,"Donald Trump","IL","Democrat","Never","c"
124,0.31,1,"30-39","Male","Under $20,000",30,100,3,"Didn't vote","VA","Democrat","Never","c"
273,1.16,1,"50-59","Male","$40,000 - $59,999",57,50,71,"Someone else","NY","Independent","A few times a year","c"
954,1.54,0,"30-39","Male","$20,000 - $39,999",645,82,0,"Didn't vote","OR","Democrat","Never","c"
223,1.71,0.8,"30-39","Male","$80,000 - $99,999",112,20,80,"Donald Trump","TX","Republican","Once or twice a month","c"
123,1.65,0,"30-39","Male","$20,000 - $39,999",32,84,0,"Hillary Clinton","CA","Democrat","Never","c"
54,0.54,1,"40-49","Male","Over $100,000",75,10,91,"Donald Trump","OK","Republican","Once or twice a month","c"
105,1.8,0,"18-29","Female","$40,000 - $59,999",454,95,19,"Hillary Clinton","TX","Democrat","A few times a year","c"
282,0.57,1,"18-29","Male","$80,000 - $99,999",36,100,5,"Hillary Clinton","TX","Democrat","Never","c"
443,1.87,0,"30-39","Male","$40,000 - $59,999",54,76,0,"Hillary Clinton","MN","Democrat","Never","c"
51,1.29,0.77,"30-39","Male","Over $100,000",24,0,7,"Donald Trump","IL","Republican","Seldom","c"
196,0.34,0.2,"30-39","Female","$20,000 - $39,999",451,100,4,"Hillary Clinton","CO","Independent","Never","c"
201,0.79,0,"18-29","Male","$60,000 - $79,999",58,85,0,"Someone else","IA","Democrat","Seldom","c"
288,1.9,0,"30-39","Male","$60,000 - $79,999",57,40,69,"Donald Trump","MI","Independent","A few times a year","c"
348,0.52,0.8,"18-29","Female","$40,000 - $59,999",64,92,84,"Hillary Clinton","CA","Democrat","Seldom","c"
1087,0.19,0,"18-29","Male","Under $20,000",29,1,70,"Donald Trump","MS","Independent","Seldom","c"
1647,1.64,0,"40-49","Male","$20,000 - $39,999",1672,68,22,"Hillary Clinton","MN","Democrat","Never","c"
1636,0.66,0,"18-29","Female","$40,000 - $59,999",1075,90,83,"Donald Trump","IA","Democrat","Once a week","c"
191,0.24,0,"30-39","Female","$20,000 - $39,999",135,79,87,"Hillary Clinton","NV","Democrat","A few times a year","c"
275,1.85,0.35,"30-39","Female","$60,000 - $79,999",110,100,0,"Hillary Clinton","PA","Democrat","Never","c"
1250,0.15,0,"18-29","Male","Under $20,000",45,71,40,"Hillary Clinton","NY","Democrat","Once or twice a month","c"
227,1.51,0.91,"18-29","Male","$40,000 - $59,999",128,55,63,"Donald Trump","CA","Independent","Once a week","c"
190,1.38,0.4,"30-39","Female","$40,000 - $59,999",117,100,51,"Hillary Clinton","MN","Democrat","Once a week","c"
640,0.73,1,"60-69","Female","Under $20,000",62,71,4,"Hillary Clinton","CO","Independent","Never","c"
114,0.91,1,"18-29","Male","$60,000 - $79,999",70,100,0,"Donald Trump","WV","Independent","Seldom","c"
56,1.58,1,"30-39","Male","$40,000 - $59,999",31,20,40,"Donald Trump","TX","Republican","A few times a year","c"
169,0.65,0.2,"18-29","Female","$20,000 - $39,999",3131,78,76,"Donald Trump","CA","Republican","Never","c"
166,0.34,0,"30-39","Female","$60,000 - $79,999",46,97,0,"Hillary Clinton","KY","Democrat","Never","c"
130,1.37,0,"18-29","Male","Over $100,000",48,68,0,"Donald Trump","MI","Republican","Never","c"
335,1.07,0.2,"30-39","Male","$60,000 - $79,999",635,57,59,"Didn't vote","MA","Independent","Once a week","c"
273,1.26,0.6,"18-29","Female","$60,000 - $79,999",101,88,81,"Donald Trump","NY","Republican","Once or twice a month","c"
259,1.77,0,"30-39","Female","$20,000 - $39,999",49,19,19,"Hillary Clinton","NY","Republican","A few times a year","c"
388,0.58,0.3,"50-59","Female","$20,000 - $39,999",48,100,0,"Hillary Clinton","CA","Democrat","Never","c"
178,0.23,0.2,"18-29","Male","Under $20,000",56,0,100,"Donald Trump","FL","Republican","Once a week","c"
208,1.22,0.98,"18-29","Female","$60,000 - $79,999",90,88,61,"Hillary Clinton","NY","Democrat","Once a week","c"
118,1.86,0.4,"18-29","Male","$60,000 - $79,999",63,8,91,"Donald Trump","CA","Republican","Once a week","c"
58,1.06,0.4,"30-39","Female","$80,000 - $99,999",130,75,50,"Hillary Clinton","MN","Independent","A few times a year","c"
151,0.72,0.5,"30-39","Female","Over $100,000",328,92,0,"Hillary Clinton","MA","Independent","Never","c"
139,0.3,0.5,"30-39","Male","$20,000 - $39,999",274,74,1,"Didn't vote","NY","Democrat","Never","c"
251,1.23,0.4,"30-39","Male","Under $20,000",43,85,0,"Didn't vote","TN","Democrat","Never","c"
553,0.23,0.2,"18-29","Female","Over $100,000",223,84,90,"Donald Trump","AL","Republican","More than once a week","c"
93,1.58,1,"18-29","Female","$20,000 - $39,999",861,100,0,"Hillary Clinton","MA","Democrat","A few times a year","c"
164,0.31,0,"30-39","Male","$20,000 - $39,999",28,60,0,"Didn't vote","WA","Independent","Never","c"
261,1.63,0.6,"18-29","Female","$60,000 - $79,999",438,87,72,"Donald Trump","NY","Republican","Once or twice a month","c"
405,0.77,0,"30-39","Male","$40,000 - $59,999",40,76,9,"Hillary Clinton","PA","Democrat","Seldom","c"
77,0.43,0,"30-39","Male","$20,000 - $39,999",67,81,6,"Hillary Clinton","NJ","Democrat","Never","c"
217,1.86,1,"30-39","Male","$40,000 - $59,999",46,55,24,"Hillary Clinton","PA","Independent","Never","c"
194,1.24,1,"60-69","Male","$40,000 - $59,999",87,80,72,"Donald Trump","TX","Republican","Once a week","c"
1580,1.32,0.9,"30-39","Female","$60,000 - $79,999",2444,88,94,"Hillary Clinton","AK","Democrat","Once a week","c"
222,1.79,0.1,"40-49","Female","Over $100,000",23,65,32,"Donald Trump","CA","Democrat","Once or twice a month","c"
811,0.28,0.28,"30-39","Male","$80,000 - $99,999",270,53,54,"Donald Trump","NY","Republican","Once a week","c"
85,0.43,0.2,"18-29","Male","$40,000 - $59,999",60,42,1,"Didn't vote","MI","Republican","Never","c"
275,0.32,0.8,"70 or over","Female","$60,000 - $79,999",97,81,81,"Donald Trump","TX","Republican","Seldom","c"
92,0.22,0,"30-39","Female","$60,000 - $79,999",40,81,90,"Hillary Clinton","SC","Something else","Once a week","c"
1369,0.45,0.5,"30-39","Male","Under $20,000",70,70,0,"Didn't vote","TX","Democrat","Never","c"
145,1.08,0.8,"30-39","Female","Under $20,000",155,46,83,"Donald Trump","NY","Republican","Once a week","c"
870,0.61,0,"18-29","Female","$20,000 - $39,999",25,59,58,"Hillary Clinton","IL","Something else","Seldom","c"
1339,0.52,1,"18-29","Male","$60,000 - $79,999",1456,100,19,"Hillary Clinton","KY","Democrat","More than once a week","c"
70,0.9,0.2,"40-49","Male","$40,000 - $59,999",746,56,85,"Didn't vote","NY","Independent","Once a week","c"
825,0.53,0,"50-59","Female","$20,000 - $39,999",46,90,0,"Hillary Clinton","NY","Democrat","Never","c"
647,0.75,0.4,"30-39","Female","$20,000 - $39,999",32,81,0,"Hillary Clinton","MO","Independent","Never","c"
1277,1.39,0,"30-39","Female","$60,000 - $79,999",1253,0,100,"Donald Trump","KY","Republican","More than once a week","c"
1624,0.87,1,"50-59","Male","Under $20,000",45,91,0,"Hillary Clinton","MI","Democrat","Never","c"
216,0.52,1,"18-29","Male","$20,000 - $39,999",94,90,83,"Donald Trump","WA","Republican","Once a week","c"
72,1.13,1,"30-39","Female","$20,000 - $39,999",560,51,71,"Didn't vote","WI","Independent","A few times a year","b"
392,0.83,0,"30-39","Other","Under $20,000",526,60,0,"Hillary Clinton","IL","Democrat","Never","b"
77,0.1,0.4,"30-39","Female","Over $100,000",26,100,0,"Didn't vote","FL","Democrat","Never","b"
728,1.47,0,"18-29","Male","$20,000 - $39,999",1526,80,0,"Someone else","CO","Democrat","Never","b"
614,0.82,0.2,"40-49","Female","Under $20,000",143,20,82,"Donald Trump","OR","Republican","Once a week","b"
147,0.5,0.1,"18-29","Male","$40,000 - $59,999",32,19,76,"Donald Trump","UT","Republican","More than once a week","b"
118,0.76,0,"18-29","Male","$20,000 - $39,999",285,50,39,"Donald Trump","MN","Republican","Seldom","b"
44,0.49,0,"30-39","Female","Under $20,000",753,79,0,"Hillary Clinton","MD","Democrat","Never","b"
456,0.98,0,"30-39","Male","$40,000 - $59,999",128,61,0,"Hillary Clinton","NC","Democrat","Never","b"
61,0.49,0,"18-29","Female","Under $20,000",32,100,0,"Didn't vote","MO","Democrat","Never","b"
1048,1.88,0,"18-29","Male","$20,000 - $39,999",1672,67,0,"Hillary Clinton","NJ","Independent","Never","b"
120,1.75,0,"50-59","Female","Under $20,000",54,81,0,"Hillary Clinton","FL","Democrat","Never","b"
152,1.07,0.5,"30-39","Female","$20,000 - $39,999",97,40,80,"Donald Trump","AL","Republican","Once a week","b"
534,0.4,0,"18-29","Male","$40,000 - $59,999",2435,84,0,"Didn't vote","NE","Democrat","Never","b"
462,0.42,1,"18-29","Male","$40,000 - $59,999",49,71,19,"Hillary Clinton","TX","Independent","Never","b"
177,1.29,0.5,"18-29","Male","$20,000 - $39,999",101,87,11,"Hillary Clinton","MA","Democrat","Never","b"
105,0.13,0.6,"60-69","Male","Over $100,000",61,43,93,"Donald Trump","GA","Independent","Never","b"
87,0.51,0.4,"30-39","Male","$20,000 - $39,999",45,69,92,"Didn't vote","KY","Something else","Once or twice a month","b"
93,1.28,0,"30-39","Female","$40,000 - $59,999",45,55,0,"Hillary Clinton","MO","Democrat","Never","b"
135,1.33,0.4,"40-49","Male","$20,000 - $39,999",49,36,76,"Someone else","NY","Republican","A few times a year","b"
1714,0.82,0.6,"18-29","Female","$40,000 - $59,999",46,18,9,"Donald Trump","MO","Republican","A few times a year","b"
296,0.68,0,"18-29","Male","$20,000 - $39,999",128,100,91,"Hillary Clinton","TX","Independent","Once or twice a month","b"
114,0.15,0,"40-49","Male","$40,000 - $59,999",67,70,4,"Hillary Clinton","NY","Independent","Never","b"
467,0.07,0.6,"18-29","Male","Over $100,000",97,81,0,"Hillary Clinton","CA","Democrat","Never","b"
78,0.08,0,"18-29","Other","$20,000 - $39,999",36,100,0,"Didn't vote","SC","Democrat","Never","b"
1477,0.59,0,"30-39","Male","$60,000 - $79,999",1204,73,51,"Donald Trump","NE","Democrat","A few times a year","b"
82,0.39,0.05,"18-29","Male","Under $20,000",30,95,70,"Didn't vote","NJ","Independent","Seldom","b"
155,1.23,1,"50-59","Female","$20,000 - $39,999",49,28,85,"Donald Trump","UT","Independent","Once a week","b"
50,1.77,0.6,"40-49","Female","$40,000 - $59,999",2671,23,58,"Didn't vote","SC","Republican","A few times a year","b"
894,1.62,0,"30-39","Male","$20,000 - $39,999",40,40,0,"Donald Trump","NC","Republican","Never","b"
37,0.25,0,"18-29","Male","$20,000 - $39,999",71,81,0,"Hillary Clinton","FL","Democrat","Never","b"
122,1.51,1,"30-39","Female","Under $20,000",74,93,15,"Donald Trump","NY","Independent","Seldom","b"
228,1.87,0.2,"30-39","Male","$20,000 - $39,999",34,65,77,"Hillary Clinton","MA","Democrat","Once or twice a month","b"
106,0.39,0,"18-29","Male","$80,000 - $99,999",161,55,0,"Donald Trump","PA","Independent","Never","b"
