WorkerId,HITTypeId,Reward,CreationTime,MaxAssignments,AssignmentId,AcceptTime,SubmitTime,WorkTimeInSeconds,Answer.surveycode,multiplier,amount,age,gender,income,AcceptTime,WorkTimeInSeconds,IPAddress,LocationLatitude,LocationLongitude,"Q3_1 On a scale of 0 to 100, how would you describe your political views?","Q8_1 On a scale of 0 to 100, how would you describe your religious orientation?","Q5 In the 2016 Presidential election, who did you vote for?",Q9 What State do you live in?,Q7 Do you consider yourself a:,"Q8 Aside from weddings and funerals, how often do you attend religious services?",,
AI2KKF5L9GJJZ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3X4MXAO0BGO3XBYV4ZXD62NRI7JRWG,Tue Sep 25 12:17:00 PDT 2018,Tue Sep 25 12:18:03 PDT 2018,63,10515,0.68,0.4,30-39,Female,"$40,000 - $59,999",Thu Oct 11 08:18:44 PDT 2018,34,71.33.177.187,39.86709595,-104.922699,19,52,Someone else,CO,Republican,A few times a year,,
A6CVN7CSC1K26,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3X4MXAO0BGO3XBYV4ZXD62NRI7KRWH,Tue Sep 25 12:18:23 PDT 2018,Tue Sep 25 12:20:30 PDT 2018,127,95578,1.86,0.4,30-39,Female,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A31F28UHZR1UAQ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3X66WABAJWIFHNNTE4SZ21YNI5E3GQ,Tue Sep 25 12:18:02 PDT 2018,Tue Sep 25 12:19:44 PDT 2018,102,24561,0.9,0,40-49,Male,"Under $20,000",Thu Oct 11 12:18:52 PDT 2018,53,24.61.239.239,42.26179504,-72.25830078,60,0,Didn't vote,MA,Democrat,Never,,
A31898LQJO7I3,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3XXU1SWE8MVIQ4BT9HI64HPDHYHA0Q,Tue Sep 25 12:17:39 PDT 2018,Tue Sep 25 12:21:48 PDT 2018,249,59770,0.49,0,18-29,Male,"$40,000 - $59,999",Thu Oct 11 18:25:40 PDT 2018,85,68.83.1.44,40.71800232,-74.07540131,95,0,Hillary Clinton,NJ,Democrat,Never,,
A2WC8C5H4HJJMC,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3Y5140Z9DXG0K3YB2QP90GE42EXPIF,Tue Sep 25 12:17:05 PDT 2018,Tue Sep 25 12:18:17 PDT 2018,72,20288,1.57,1,18-29,Male,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A23YQ8J1DNM084,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3Y54SXRO1LL3LMMIDON7OT3CLC6TUX,Tue Sep 25 12:18:27 PDT 2018,Tue Sep 25 12:20:14 PDT 2018,107,1558,1.09,0,40-49,Female,"Over $100,000",Wed Oct 10 13:47:12 PDT 2018,62,207.225.105.220,39.61109924,-104.9532013,24,3,Donald Trump,CO,Republican,Never,,
A3VHC8LDSQRZ65,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3YGXWBAF70HNI7QSCW1ZMF5EYEJ4C5,Tue Sep 25 12:18:24 PDT 2018,Tue Sep 25 12:21:12 PDT 2018,168,72275,1.83,0.8,18-29,Female,"Under $20,000",Thu Oct 11 03:56:20 PDT 2018,123,35.138.89.233,28.01400757,-81.95230103,60,22,Didn't vote,FL,Democrat,A few times a year,,
A20QAM1LJ4ZZHB,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3YMTUJH0DSG44OS3YIWPBP5IMZIT4A,Tue Sep 25 12:18:20 PDT 2018,Tue Sep 25 12:26:29 PDT 2018,489,15425,1.15,0,30-39,Male,"$20,000 - $39,999",Wed Oct 10 20:31:21 PDT 2018,128,73.14.200.221,40.42619324,-105.0899963,9,66,Donald Trump,CO,Republican,Seldom,,
ACBRGVP555FVA,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3YW4XOSQKQL2C2A9B53XINKHTTF1UW,Tue Sep 25 12:16:58 PDT 2018,Tue Sep 25 12:19:21 PDT 2018,143,46853,0.24,1,18-29,Female,"$20,000 - $39,999",Wed Oct 10 14:00:37 PDT 2018,1763,24.185.50.6,40.2507019,-74.04859924,87,0,Didn't vote,NJ,Democrat,Never,,
A2XN8Q1EXMUB8V,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3YW4XOSQKQL2C2A9B53XINKHTTFU1P,Tue Sep 25 12:18:25 PDT 2018,Tue Sep 25 12:19:25 PDT 2018,60,82789,1.83,0.4,40-49,Female,"Over $100,000",Thu Oct 11 12:52:08 PDT 2018,76,69.250.13.78,39.45669556,-76.96959686,55,15,Donald Trump,MD,Republican,Seldom,,
A1PTX4IB9R34LI,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3Z4AIRP3C6DUT644GAEK2UJLNBVX1J,Tue Sep 25 12:17:04 PDT 2018,Tue Sep 25 12:18:40 PDT 2018,96,78335,0.37,0,30-39,Male,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
ANJ9V1S2RYOE8,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3Z4AIRP3C6DUT644GAEK2UJLNBW1XO,Tue Sep 25 12:17:02 PDT 2018,Tue Sep 25 12:20:30 PDT 2018,208,97748,0.35,0.5,60-69,Male,"Under $20,000",Thu Oct 11 05:08:41 PDT 2018,62,69.29.213.203,39.57049561,-94.43379974,100,0,Someone else,MO,Democrat,Never,,
A1JPTYCWBYZ5RI,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3Z7ISHFUH0V191O4GDBKEPM49HZZ82,Tue Sep 25 12:16:59 PDT 2018,Tue Sep 25 12:18:30 PDT 2018,91,59176,1.32,0.2,18-29,Female,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
ALDQRWYZ8KQ9A,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3ZPPDN2SLVW3CBGIPI3LTBGX5H8E90,Tue Sep 25 12:16:23 PDT 2018,Tue Sep 25 12:17:49 PDT 2018,86,77874,1.58,0,40-49,Male,"$20,000 - $39,999",Thu Oct 11 10:33:51 PDT 2018,58,24.225.125.42,48.11909485,-96.18109894,0,76,Someone else,MN,Republican,Once a week,,
A16JMJHOUC2MGE,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3ZQIG0FLQEGVQIFCDJ2N7ZCU3DWVWD,Tue Sep 25 12:16:33 PDT 2018,Tue Sep 25 12:20:57 PDT 2018,264,43384,0.67,1,40-49,Male,"Under $20,000",Thu Oct 11 20:08:49 PDT 2018,87,110.54.217.30,14.64660645,121.0509033,60,50,Didn't vote,IN,Democrat,Seldom,,
ALOYY3E72AQ1K,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,308Q0PEVB8DFSGI4L1TCEQEPX9EI9A,Tue Sep 25 10:44:54 PDT 2018,Tue Sep 25 10:46:30 PDT 2018,96,53541,1.4,0,40-49,Female,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A33QIOA2EYW0LC,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,30JNVC0OR9KLOKO6WLMD093Z7W3HQ2,Tue Sep 25 10:44:40 PDT 2018,Tue Sep 25 10:54:59 PDT 2018,619,1534,1.47,0,30-39,Female,"$40,000 - $59,999",Wed Oct 10 14:00:10 PDT 2018,2999,65.30.8.106,43.01280212,-88.27050018,51,11,Didn't vote,WI,Independent,Never,,
A3POW4OEP947I4,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,30LSNF239UV4SWX50SEX436BR34I2I,Tue Sep 25 10:44:51 PDT 2018,Tue Sep 25 10:47:50 PDT 2018,179,23412,1.93,1,18-29,Female,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A11Z6OADOCBZPE,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,317HQ483I7S0HIMYMBCHWR992YVIN9,Tue Sep 25 10:45:07 PDT 2018,Tue Sep 25 10:46:37 PDT 2018,90,61689,0.22,0.5,30-39,Female,"$20,000 - $39,999",Thu Oct 11 13:17:46 PDT 2018,41,67.60.30.173,33.77510071,-89.80870056,79,13,Hillary Clinton,MS,Democrat,Never,,
A3PQVDFT21IISU,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,317HQ483I7S0HIMYMBCHWR992YVNIE,Tue Sep 25 10:44:52 PDT 2018,Tue Sep 25 10:47:28 PDT 2018,156,70910,1.91,0.05,30-39,Female,"$40,000 - $59,999",Thu Oct 11 09:46:05 PDT 2018,30,47.34.155.174,34.48019409,-117.4082031,50,0,Hillary Clinton,CA,Independent,Never,,
A26ZLW06KDAZGS,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,3180JW2OT4CSM40Y0T1VEBONOSL5JJ,Tue Sep 25 10:45:46 PDT 2018,Tue Sep 25 10:46:54 PDT 2018,68,17069,1.87,0.4,30-39,Female,"Over $100,000",Thu Oct 11 10:58:55 PDT 2018,35,198.30.180.99,41.65040588,-83.59739685,71,35,Hillary Clinton,OH,Democrat,Never,,
A18D6TZ6XJCP0S,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,31LVTDXBL7ANMHMW0LQBXR6BKZERLK,Tue Sep 25 10:44:59 PDT 2018,Tue Sep 25 10:50:53 PDT 2018,354,7148,0.45,0.2,30-39,Male,"$20,000 - $39,999",Thu Oct 11 10:51:18 PDT 2018,103,138.128.93.71,30.290802,-81.63210297,81,78,Donald Trump,FL,Republican,Once a week,,
A1TARNH07A75CG,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,31Q0U3WYDPF0ERYDYXAM8V6XLHF71V,Tue Sep 25 10:44:45 PDT 2018,Tue Sep 25 10:58:15 PDT 2018,810,29548,1.96,0,18-29,Male,"$80,000 - $99,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1715XTG7VELW4,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,324G5B4FB38072DV2E6MUQNNGP970S,Tue Sep 25 10:44:45 PDT 2018,Tue Sep 25 10:47:55 PDT 2018,190,31961,0.36,1,50-59,Male,"Under $20,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AXEXQBM7B2QT9,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,32EYX73OY09Q579Q9ZICOE2UXQ7RUE,Tue Sep 25 10:45:09 PDT 2018,Tue Sep 25 10:52:55 PDT 2018,466,1453,1.98,0.2,50-59,Female,"$80,000 - $99,999",Wed Oct 10 15:29:16 PDT 2018,627,184.176.100.178,33.4367981,-112.3834,81,20,Hillary Clinton,AZ,Democrat,Seldom,,
A25VHX1PUAHR4T,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,32SCWG5HIH4KRJ3A0PGK3DOZTM26P0,Tue Sep 25 10:46:31 PDT 2018,Tue Sep 25 10:49:40 PDT 2018,189,35922,1.54,0.2,50-59,Female,"$40,000 - $59,999",Wed Oct 10 14:21:53 PDT 2018,84,184.103.111.77,33.55909729,-112.1332016,40,86,Didn't vote,AZ,Republican,A few times a year,,
A2V0ADROWMC2ZM,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,32SVAV9L3F9E7WAQS40P6FNKK903AB,Tue Sep 25 10:46:26 PDT 2018,Tue Sep 25 10:52:32 PDT 2018,366,43236,0.78,0.2,60-69,Female,"$60,000 - $79,999",Wed Oct 10 14:01:17 PDT 2018,256,24.154.176.123,40.88589478,-79.93399811,15,80,Donald Trump,PA,Republican,Once a week,,
AS6QMZB32HHYF,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,32UTUBMZ7GW32FH1IS6RKLZ9TBDVBU,Tue Sep 25 10:46:10 PDT 2018,Tue Sep 25 10:48:45 PDT 2018,155,65025,1.44,0.4,40-49,Male,"$20,000 - $39,999",Wed Oct 10 17:17:53 PDT 2018,88,206.128.229.245,28.93409729,-81.9598999,95,0,Hillary Clinton,FL,Democrat,Never,,
AH57BCVBGV3EJ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,32ZKVD547FNJQ6FIYI0L1Q7Q2RL3B6,Tue Sep 25 10:46:15 PDT 2018,Tue Sep 25 10:47:30 PDT 2018,75,74103,1.16,1,18-29,Male,"$40,000 - $59,999",Thu Oct 11 07:01:42 PDT 2018,2298,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1TSQCY9QR6RM7,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,336YQZE83VEINC6J3QENU3G4SMG5MN,Tue Sep 25 10:45:45 PDT 2018,Tue Sep 25 10:48:33 PDT 2018,168,29368,1.78,0.6,50-59,Female,"Under $20,000",Fri Oct 12 03:43:58 PDT 2018,153,68.44.70.55,40.09880066,-85.68460083,45,1,Someone else,IN,Independent,Never,,
AV8SKBUQ7KOU5,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,33FOTY3KEML6Q8T9PEIXOHYBMS71CJ,Tue Sep 25 10:46:27 PDT 2018,Tue Sep 25 10:47:45 PDT 2018,78,80319,1.95,1,50-59,Male,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
ACDWBEBOTM2JW,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,33IZTU6J811UNQ3YTTT4YV6UDA7XS0,Tue Sep 25 10:45:50 PDT 2018,Tue Sep 25 10:47:15 PDT 2018,85,3704,0.19,0,30-39,Female,"$60,000 - $79,999",Thu Oct 11 05:47:23 PDT 2018,49,174.205.1.207,39.00050354,-76.97229767,92,7,Hillary Clinton,MD,Democrat,Seldom,,
A3JM2BJIOZAGM7,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,33JKGHPFYCUMD1CP7QA9OKGQJ7FNMU,Tue Sep 25 10:44:53 PDT 2018,Tue Sep 25 10:47:25 PDT 2018,152,30831,0.99,0,18-29,Female,"Under $20,000",Wed Oct 10 13:52:05 PDT 2018,82,181.49.93.101,4.598098755,-74.07579803,82,0,Hillary Clinton,NY,Democrat,Seldom,,
A2FQ8LV896AJ20,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,33L7PJKHCGY5NPF5ALM2S1LNOKD8TT,Tue Sep 25 10:46:06 PDT 2018,Tue Sep 25 10:47:30 PDT 2018,84,99354,0.23,1,30-39,Male,"$60,000 - $79,999",Thu Oct 11 13:51:22 PDT 2018,55,170.185.49.17,37.20019531,-86.68589783,63,0,Hillary Clinton,KY,Democrat,Never,,
A39UD64QPHSDPS,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,33LK57MYLT5JSL3DUBHPVGM5LA5SZS,Tue Sep 25 10:46:13 PDT 2018,Tue Sep 25 10:48:17 PDT 2018,124,41684,0.14,0,50-59,Female,"Over $100,000",Thu Oct 11 07:18:32 PDT 2018,41,173.20.96.186,42.03790283,-93.60030365,85,66,Hillary Clinton,IA,Democrat,More than once a week,,
AOON0WJX3Y6D7,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,33LK57MYLT5JSL3DUBHPVGM5LA5ZSZ,Tue Sep 25 10:45:25 PDT 2018,Tue Sep 25 10:46:21 PDT 2018,56,44560,1.57,0,18-29,Male,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AXPGZD6Q9556W,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,33TIN5LC04A1IGX9PJFF0E8DNSCY9W,Tue Sep 25 10:46:07 PDT 2018,Tue Sep 25 10:47:15 PDT 2018,68,37145,1.72,1,30-39,Male,"$60,000 - $79,999",Thu Oct 11 11:14:30 PDT 2018,29,24.2.129.65,41.55690002,-72.66519928,1,81,Donald Trump,CT,Republican,Never,,
AHI4FABU79VTP,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,345LHZDEDXSYM5OOY9HG6GZERCS3UN,Tue Sep 25 10:46:35 PDT 2018,Tue Sep 25 10:47:48 PDT 2018,73,29800,1.82,0.2,18-29,Male,"$40,000 - $59,999",Wed Oct 10 15:22:06 PDT 2018,34,67.168.183.66,47.62710571,-122.6372986,57,40,Donald Trump,WA,Independent,A few times a year,,
A1CSHXVJJ8BPHH,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,34V1S5K3GS1ZZWN3J0KNHNOKOIK695,Tue Sep 25 10:46:16 PDT 2018,Tue Sep 25 11:07:54 PDT 2018,1298,14825,1.97,0.6,18-29,Male,"$40,000 - $59,999",Wed Oct 10 14:10:03 PDT 2018,1456,71.91.133.66,33.47349548,-86.91829681,78,66,Hillary Clinton,AL,Democrat,Seldom,,
A1CWUI475KCF4P,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,358010RM5ETAFIK2NOY99IQ1CE1VX3,Tue Sep 25 10:46:34 PDT 2018,Tue Sep 25 10:48:23 PDT 2018,109,67660,0.26,0,30-39,Female,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3BOY7SUI425MK,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,35BLDD71I6XZKDKHO6MU636CKEZZV4,Tue Sep 25 10:45:40 PDT 2018,Tue Sep 25 10:48:25 PDT 2018,165,63204,1.88,0.2,18-29,Female,Prefer not to state,Wed Oct 10 13:47:25 PDT 2018,111,76.124.64.173,40.14959717,-75.37960052,76,0,Hillary Clinton,PA,Independent,Never,,
A18WSOMIRI94OM,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,35DR22AR5DKQ39IJ3ES3QNYILU8X38,Tue Sep 25 10:45:21 PDT 2018,Tue Sep 25 11:11:56 PDT 2018,1595,14446,1.35,1,30-39,Female,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A33G97SPGZ03Q3,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,35H6S234SA0GY9LRGA7657JI2M156D,Tue Sep 25 10:45:26 PDT 2018,Tue Sep 25 10:47:39 PDT 2018,133,36464,1.09,1,40-49,Female,"$20,000 - $39,999",Fri Oct 12 04:51:27 PDT 2018,126,208.54.35.168,39.03999329,-77.04440308,0,1,Didn't vote,MA,Independent,Never,,
ADT6AD3LK64AH,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,35L9RVQFCOIDGDVNDU6IAA0OAH9HU7,Tue Sep 25 10:44:47 PDT 2018,Tue Sep 25 10:47:09 PDT 2018,142,71523,0.69,0.2,30-39,Male,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A12H9WVHOB0E0O,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,35LDD5557A4L5VRMADITWSZMPCAKMM,Tue Sep 25 10:44:50 PDT 2018,Tue Sep 25 10:46:30 PDT 2018,100,98713,1.97,0.05,40-49,Female,"$40,000 - $59,999",Wed Oct 10 13:49:57 PDT 2018,413,98.214.186.66,40.70339966,-89.41940308,62,71,Donald Trump,IL,Democrat,A few times a year,,
A19RLE2G1PL9NL,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,3634BBTX0OUOTQ9HONT4OM00079IF2,Tue Sep 25 10:45:02 PDT 2018,Tue Sep 25 10:45:58 PDT 2018,56,20536,0.83,1,50-59,Male,"Over $100,000",Thu Oct 11 10:50:18 PDT 2018,36,65.196.142.38,30.22140503,-81.55709839,61,10,Didn't vote,FL,Independent,Never,,
A2VDGWD0BBMSP2,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,369J354OFDAEE6ABX6QX94A7SVF6GW,Tue Sep 25 10:46:22 PDT 2018,Tue Sep 25 10:48:41 PDT 2018,139,54358,0.75,0,40-49,Male,"Over $100,000",Wed Oct 10 13:49:07 PDT 2018,45,104.129.18.57,33.7480011,-84.38580322,40,0,Donald Trump,IL,Republican,Never,,
AZK0NQ1L1Q77O,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,36V4Q8R5ZK07GYPHNI2QSEBVOI2QMK,Tue Sep 25 10:46:32 PDT 2018,Tue Sep 25 10:48:23 PDT 2018,111,40955,0.54,1,30-39,Male,"Over $100,000",Wed Oct 10 20:16:06 PDT 2018,58,73.181.46.98,39.74349976,-105.1008987,68,0,Hillary Clinton,CO,Independent,Never,,
A3PK3Z1LPKK4KV,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,379J5II41OGYDDHREF6BYK7S5AOLE1,Tue Sep 25 10:45:14 PDT 2018,Tue Sep 25 10:46:03 PDT 2018,49,51103,0.62,0.4,30-39,Female,"Over $100,000",Thu Oct 11 11:12:11 PDT 2018,36,69.89.128.5,35.80140686,-78.68769836,19,60,Donald Trump,NC,Republican,Once or twice a month,,
AHG23QXFY30HE,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,37FMASSAYCRYG9X1JL785W9FL9HIBK,Tue Sep 25 10:44:55 PDT 2018,Tue Sep 25 10:47:33 PDT 2018,158,64661,1.12,0.4,40-49,Female,"Over $100,000",Wed Oct 10 14:01:14 PDT 2018,59,135.26.145.178,38.77029419,-121.337204,8,16,Someone else,CA,Republican,A few times a year,,
A2WQ4O1WQSYL1K,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,37M28K1J0QDPSACFVPSCMM49G6MAJU,Tue Sep 25 10:45:38 PDT 2018,Tue Sep 25 10:50:00 PDT 2018,262,71804,1.42,0.13,18-29,Male,"Under $20,000",Wed Oct 10 13:47:30 PDT 2018,201,192.241.68.241,36.85290527,-76.28780365,71,71,Donald Trump,TX,Independent,Once a week,,
A9Z25VKRSKF8O,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,37QW5D2ZRGM48P2QLLHCIWP1M1YS8N,Tue Sep 25 10:45:27 PDT 2018,Tue Sep 25 10:47:03 PDT 2018,96,55958,1.13,0,30-39,Male,"$60,000 - $79,999",Fri Oct 12 11:51:35 PDT 2018,41,108.75.121.125,40.79890442,-81.37840271,19,98,Someone else,OH,Republican,More than once a week,,
A3P57IUDHUKNCE,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,37UQDCYH6XVG03EB5BUBFJDDALMV78,Tue Sep 25 10:46:01 PDT 2018,Tue Sep 25 10:49:26 PDT 2018,205,80086,1.91,0.5,18-29,Male,"$40,000 - $59,999",Wed Oct 10 23:53:15 PDT 2018,870,73.91.206.91,35.25100708,-90.02960205,51,51,Didn't vote,TN,Democrat,Never,,
AKG7VBOY97HKA,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,37W3JXSD668CUCAHIUP7EYGOLTXWYK,Tue Sep 25 10:45:17 PDT 2018,Tue Sep 25 10:49:33 PDT 2018,256,28230,0.38,1,70 or over,Female,"$20,000 - $39,999",Thu Oct 11 10:34:34 PDT 2018,96,40.136.231.227,37.68479919,-85.87840271,0,100,Donald Trump,KY,Republican,More than once a week,,
A3JVG39ZC5U3AE,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,37ZHEEHM6WMWOUCSL1O5WOLUJ1U37K,Tue Sep 25 10:46:11 PDT 2018,Tue Sep 25 10:47:00 PDT 2018,49,88438,0.79,0,30-39,Female,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A4JS2C4BV53LO,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,384PI804XS1MQ0XNQH4XPHJJ33MS00,Tue Sep 25 10:45:36 PDT 2018,Tue Sep 25 10:46:44 PDT 2018,68,85204,0.92,0,40-49,Female,"Over $100,000",Thu Oct 11 10:39:18 PDT 2018,52,74.204.27.130,42.91040039,-85.82759857,67,0,Hillary Clinton,MI,Democrat,Never,,
A1B78YH6IB8K3Z,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 10:44:25 PDT 2018,193,38SKSKU7R1XATIJDAYW2JZ5KX3VIL7,Tue Sep 25 10:45:03 PDT 2018,Tue Sep 25 10:46:49 PDT 2018,106,31412,1.01,0.2,50-59,Female,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
